pseoInstitutionId,name,state,city,lat,lon,tuitionInState,tuitionOutState,roomCost,bookCost,totalCostEstimate,loanPrincipal,pellGrantRate,federalLoanRate,studentsWithAnyLoan,medianDebtOverall,completerDebt,monthlyPayment,gradCohort,gradCohortYears,y1P25Earnings,y1P50Earnings,y1P75Earnings,y1GradsEarn,y1IpedsCount,y5P25Earnings,y5P50Earnings,y5P75Earnings,y5GradsEarn,y5IpedsCount,y10P25Earnings,y10P50Earnings,y10P75Earnings,y10GradsEarn,y10IpedsCount,earningsDebtRatio,matchMethod
00154100,Abraham Baldwin Agricultural College,GA,Tifton,31.481889,-83.528281,3565,10471,7910,900,12375,8750,0.3891,0.3563,0.712760549,8750,17500,174.94,0000,3,31312,42146,53498,1768,2122,42731,55635,71780,1033,1148,49582,69154,93789,126,124,2.41,exact
00134500,Adams State University,CO,Alamosa,37.473636,-105.879642,9560,21296,8916,1800,20276,11779,0.4106,0.5409,0.801746725,11779,21500,214.93,0000,3,26716,37597,49898,3974,6927,37670,50112,66187,3864,5914,42814,58035,78928,2245,3629,1.75,exact
00154200,Agnes Scott College,GA,Decatur,33.769268,-84.295459,44250,44250,13050,1000,58300,20250,0.407,0.5672,0.9075,20250,26737,267.28,0000,3,24907,35130,47031,1669,3310,37099,52802,70349,1893,2594,48076,67261,94989,902,1251,1.31,exact
00154400,Albany State University,GA,Albany,31.56928,-84.141825,5934,16656,10076,1460,17470,12062,0.6622,0.6753,0.920170628,12062,26487,264.78,0000,3,25692,35964,48451,6966,10182,36764,48313,61932,6750,8725,42313,57477,73891,4231,5582,1.36,exact
00137400,Albertus Magnus College,CT,New Haven,41.332519,-72.923848,35410,35410,14454,1000,50864,25250,0.5134,0.8073,0.957972806,25250,30836,308.26,0000,3,39249,58603,83657,4381,7225,50268,70148,99083,4039,6434,61247,85741,118570,2286,4427,1.9,exact
00341700,Allen University,SC,Columbia,34.010348,-81.020045,13340,13340,7894,1000,22234,9816,0.8693,0.8493,0.925,9816,35000,349.88,0000,3,23178,30066,41265,709,1284,29434,38851,48557,716,1132,34446,45443,61726,425,696,0.86,exact
00178500,Anderson University,IN,Anderson,40.112768,-85.664315,32100,32100,10840,1400,44340,19500,0.3733,0.7,0.959826276,19500,27000,269.91,0000,3,29106,41238,59201,1611,3525,41800,54175,74234,1728,3525,,,,,965,1.53,exact
00354100,Angelo State University,TX,San Angelo,31.440914,-100.465051,7907,17723,9630,1200,18737,12058,0.3127,0.3301,0.763273588,12058,19809,198.02,0000,3,28164,40393,54874,13530,19499,43975,57020,75570,12456,16025,51644,67963,95250,7549,10098,2.04,exact
00290600,Appalachian State University,NC,Boone,36.215536,-81.680583,7410,22217,9174,700,17284,16000,0.2872,0.4533,0.847611203,16000,20271,202.64,0000,3,27211,39067,50267,44984,68929,42318,53951,72180,43468,56055,50491,64964,94079,24853,33104,1.93,exact
00108100,Arizona State University,AZ,Tempe,33.417721,-111.934383,11338,29428,13510,1300,26148,13632,0.3315,0.3477,0.794091808,13632,20000,199.93,0000,3,33048,47067,65310,162451,184666,48686,66693,92769,127935,144846,58872,83335,123283,58094,88637,2.35,manual
01216500,Atlanta Metropolitan  State College,GA,Atlanta,33.70893,-84.404659,3505,10131,6480,1440,11425,5500,0.6188,0.2885,0.456944444,5500,13220,132.16,0000,3,28511,38643,57042,227,325,37041,51223,61630,96,154,,,,,,2.92,exact
00233400,Augsburg University,MN,Minneapolis,44.966307,-93.240436,40005,40005,10886,1200,52091,19329,0.4856,0.7578,0.871194379,19329,25000,249.92,0000,3,32828,48248,69073,7399,10136,48213,66140,91122,6375,8245,62189,85014,120102,3255,4012,1.93,exact
00157900,Augusta University,GA,Augusta,33.47037,-81.989071,9022,24400,10884,2000,21906,13250,0.3858,0.4625,0.812280702,13250,21385,213.78,0000,3,32566,47728,67673,13489,8996,44092,59212,80455,11885,5848,51997,70127,98054,7315,,2.23,exact
00163400,Aurora University,IL,Aurora,41.753631,-88.349023,25600,25600,10474,1560,37634,16000,0.4393,0.6311,0.873330263,16000,21250,212.43,0000,3,31263,45057,63385,9801,13534,46170,61304,81560,7687,10077,52618,71538,100157,3215,4637,2.12,exact
00370200,Averett University,VA,Danville,36.577287,-79.413203,36670,36670,10920,1000,48590,17149,0.4631,0.7539,0.934487021,17149,25000,249.92,0000,3,30157,44281,63800,3649,7893,42851,56686,81057,3504,7035,49073,66044,99239,2527,4930,1.77,exact
00178600,Ball State University,IN,Muncie,40.203431,-85.409043,10144,27132,10796,1350,22290,16750,0.3346,0.528,0.890135772,16750,23250,232.42,0000,3,28563,39656,52631,44434,67649,41775,54732,71346,42987,56929,48503,65371,90486,25437,36577,1.71,exact
00233600,Bemidji State University,MN,Bemidji,47.482341,-94.874119,9076,9076,8920,890,18886,13000,0.2927,0.5141,0.888703627,13000,19500,194.94,0000,3,31897,46062,64198,10522,13906,46288,59533,78555,8736,10879,53778,69471,91265,3847,4816,2.36,exact
00176700,Benedictine University,IL,Lisle,41.777569,-88.097307,34290,34290,9956,1510,45756,17775,0.4079,0.6037,0.887810794,17775,22500,224.93,0000,3,33040,49812,75116,8953,12029,49494,69337,96218,8198,9999,60415,86372,125220,3977,5153,2.21,exact
00155400,Berry College,GA,Mount Berry,34.290414,-85.189202,37946,37946,13370,1000,52316,19500,0.227,0.4776,0.927055703,19500,23987,239.79,0000,3,25903,36709,49546,4779,6650,41468,55597,74276,4824,5150,53552,71771,108224,1705,2221,1.53,exact
00233700,Bethany Lutheran College,MN,Mankato,44.166649,-93.990805,28380,28380,8090,800,37270,17750,0.2308,0.525,0.93625498,17750,24250,242.42,0000,3,25080,34403,45553,953,1715,38302,51038,64146,908,1354,49147,65986,97160,376,679,1.42,exact
00905800,Bethel University,MN,Saint Paul,45.057655,-93.161663,39030,39030,10960,1290,51280,17827,0.2396,0.5989,0.933764136,17827,22500,224.93,0000,3,35799,52047,73336,9329,13091,49545,68405,95743,7797,10703,61289,85873,120895,3687,5360,2.31,exact
00283600,Binghamton University,NY,Vestal,42.087868,-75.966889,10014,27604,15601,1000,26615,15000,0.2661,0.4276,0.888505499,15000,18750,187.44,0000,3,29045,46104,70129,29450,59202,54570,78781,105753,30526,48174,70860,102327,144644,16541,30018,2.46,exact
00345900,Black Hills State University,SD,Spearfish,44.494889,-103.870966,8672,11742,7200,1200,17072,14125,0.2337,0.3909,0.900191939,14125,25000,249.92,0000,3,27357,37232,47743,7910,10051,39983,50644,62595,7291,8777,46836,59349,76423,4572,5674,1.49,exact
00301800,Bowling Green State University,OH,Bowling Green,41.375513,-83.640896,11573,19562,10714,728,23015,17500,0.2535,0.5406,0.92389996,17500,25000,249.92,0000,3,27328,38904,52817,43345,66098,42077,55840,73379,42856,56554,51598,69296,94930,28002,38500,1.56,exact
00728700,Brazosport College,TX,Lake Jackson,29.048604,-95.40934,2401,4738,8700,1125,12226,3500,0.141,0.0128,0.106293706,3500,3500,,0000,3,48546,78843,126446,391,451,57227,97899,144647,284,317,72585,141692,165148,66,86,22.53,exact
00370400,Bridgewater College,VA,Bridgewater,38.378484,-78.969007,37720,37720,13360,1150,52230,18500,0.3327,0.7134,0.958167331,18500,26469,264.6,0000,3,26878,37685,49877,5092,7336,42461,54855,71465,5240,6165,49402,64159,88347,3050,3834,1.42,exact
00218300,Bridgewater State University,MA,Bridgewater,41.98749,-70.974553,10732,16872,13832,1000,25564,18750,0.3595,0.7367,0.927600802,18750,24505,244.97,0000,3,29202,39997,52487,13032,18440,46509,62310,78841,14163,18440,58224,78238,100602,4177,5404,1.63,exact
00162500,Brigham Young University - Idaho,ID,Rexburg,43.818408,-111.782431,4300,4300,4368,400,9068,8645,0.3279,0.1894,0.540184694,8645,13243,132.39,0000,3,27332,40609,58038,26946,48307,42605,62300,88679,18573,32306,54414,81263,123435,5037,9244,3.07,exact
00340200,Bryant University,RI,Smithfield,41.920092,-71.539547,46863,46863,15893,1400,64156,23250,0.1146,0.5192,0.967769296,23250,26727,267.18,0000,3,44953,60000,73727,7494,10070,70470,91411,114187,6124,7413,92921,130654,177010,2076,2552,2.24,exact
00178800,Butler University,IN,Indianapolis,39.8374,-86.172167,43400,43400,14380,1000,58780,23250,0.1285,0.4401,0.955831608,23250,26176,261.67,0000,3,34323,47767,64302,2995,7605,52880,70388,99551,3812,7605,,,,,2022,1.82,exact
00727300,CUNY Bernard M. Baruch College,NY,New York,40.740238,-73.983417,7462,15412,19317,1364,28143,9500,0.4915,0.0847,0.211642113,9500,11130,111.26,0000,3,36018,52143,71728,40217,60184,57969,80658,107726,36236,48603,71068,100827,142119,21442,28629,4.68,exact
00268700,CUNY Brooklyn College,NY,Brooklyn,40.631517,-73.949898,7440,15390,17427,1364,26231,9332,0.5442,0.1046,0.235174145,9332,11000,109.96,0000,3,28865,42652,60380,27359,48626,46308,67207,89572,27133,39471,58392,87372,119201,16362,23667,3.88,exact
00476500,CUNY Graduate School & University Center,NY,New York,40.748612,-73.983822,,,,,,9000,0.299,0.1569,0.483091787,9000,12460,124.56,0000,3,43747,67609,102895,4520,6518,51548,77966,112395,3087,4591,56964,83357,119434,1514,2395,5.43,exact
00268900,CUNY Hunter College,NY,New York,40.768669,-73.964795,7382,15332,9976,1364,18722,9481,0.4969,0.0855,0.225400458,9481,12000,119.96,0000,3,28993,43344,63694,32220,57694,46817,67837,92449,31065,47207,58551,85601,117604,19269,27839,3.61,exact
00269300,CUNY John Jay College of Criminal Justice,NY,New York,40.770351,-73.98841,7470,15420,22540,1364,31374,8736,0.5693,0.0978,0.222299049,8736,11000,109.96,0000,3,30168,43950,61715,30297,42484,47077,64715,87128,26800,32741,58513,83029,118592,14092,16262,4.0,exact
00702200,CUNY Lehman College,NY,Bronx,40.872962,-73.895379,7410,15360,14776,1364,23550,8500,0.5516,0.1647,0.297795384,8500,10812,108.08,0000,3,33489,48522,67854,26139,36471,49154,66984,91427,22154,28120,56263,79354,110660,12291,15439,4.49,exact
01009700,CUNY Medgar Evers College,NY,Brooklyn,40.666256,-73.957076,7352,15302,17427,1364,26143,6775,0.6102,0.1833,0.215026633,6775,10500,104.97,0000,3,33246,48880,69104,6020,8715,47263,65687,90170,5037,6652,56997,80415,110902,2599,3470,4.66,exact
00269000,CUNY Queens College,NY,Queens,40.735182,-73.816098,7538,15488,15486,1364,24388,9000,0.4685,0.1002,0.237205652,9000,11000,109.96,0000,3,28873,42572,61400,32176,58769,47416,68899,90281,32207,47642,59996,88526,118969,19468,28767,3.87,exact
00475900,CUNY York College,NY,Jamaica,40.701576,-73.796313,7358,15308,17427,1364,26149,7500,0.4792,0.0724,0.153525736,7500,10500,104.97,0000,3,32220,46789,65244,13462,19218,47001,64777,88613,12266,15563,55035,77792,109036,7140,8910,4.46,exact
00315000,Cameron University,OK,Lawton,34.606487,-98.434163,6450,15870,5670,1300,13420,11245,0.4657,0.3674,0.618372703,11245,21500,214.93,0000,3,27467,36966,45566,2243,4770,40038,50562,69400,2605,4770,45620,60227,89293,495,1569,1.72,exact
00234000,Carleton College,MN,Northfield,44.462318,-93.154666,59352,59352,15147,901,75400,15826,0.139,0.4246,0.855036855,15826,17287,172.81,0000,3,30004,45371,70870,3082,6338,43452,66998,103882,3552,6338,66876,93011,152630,2159,3092,2.62,exact
00137800,Central Connecticut State University,CT,New Britain,41.692502,-72.765991,11502,24906,12716,1600,25818,16668,0.3774,0.5245,0.875336104,16668,22000,219.93,0000,3,32162,46658,65336,27838,36299,50412,68287,89462,25157,30364,61802,83054,110324,15229,18632,2.12,exact
00302600,Central State University,OH,Wilberforce,39.715787,-83.880186,6726,8726,10480,1200,18406,10250,0.942,0.8844,0.951201201,10250,31000,309.9,0000,3,25094,34170,45089,2758,4202,34574,46408,61446,2557,3516,39242,54834,70278,1408,2001,1.1,exact
00638510,Chamberlain University - Indianapolis,IN,Indianapolis,39.91916,-86.111061,19469,19469,12420,600,32489,16950,0.545,0.8198,0.951506849,16950,22204,221.97,0000,3,55840,65986,77115,113,172,65986,85502,117996,116,172,,,,,,2.97,fuzzy
00341900,Charleston Southern University,SC,Charleston,32.983047,-80.072587,28100,28100,10400,,38500,18500,0.3707,0.5624,0.887760857,18500,27000,269.91,0000,3,28670,40673,54218,6373,9682,39796,51972,70498,5619,7897,46791,61856,86780,3183,4800,1.51,exact
03234300,Charter Oak State College,CT,New Britain,41.688246,-72.767972,8553,11166,3824,1600,13977,12500,0.362,0.4092,0.774550484,12500,18750,187.44,0000,3,43817,66280,102803,6704,9282,52732,77101,115108,5787,7920,57344,86396,128242,3479,5238,3.53,exact
00169400,Chicago State University,IL,Chicago,41.718446,-87.609384,11204,11204,8724,1800,21728,22000,0.6172,0.8055,0.859703819,22000,31000,309.9,0000,3,31160,44393,61487,8741,12969,40903,57370,78159,8642,11914,46841,67059,93039,6211,8385,1.43,exact
00370600,Christopher Newport University,VA,Newport News,37.062495,-76.494364,14924,27790,11760,1304,27988,19500,0.1271,0.4472,0.951058201,19500,24739,247.31,0000,3,26766,38647,53812,13824,21383,44536,60156,80469,13741,17827,52683,71733,102696,7752,10602,1.56,exact
00342300,"Citadel, The Military College of South Carolina",SC,Charleston,32.797183,-79.958775,12620,35876,7332,8144,28096,18500,0.2128,0.4519,0.898758357,18500,23000,229.92,0000,3,34931,50407,66895,5372,11241,51636,70245,96040,4964,9224,63028,90713,130246,3180,5597,2.19,exact
00342400,Claflin University,SC,Orangeburg,33.498444,-80.854319,17046,17046,9480,1900,28426,20500,0.715,0.8424,0.925170068,20500,30000,299.9,0000,3,25541,35035,47666,4042,6365,34304,45367,60471,3859,5259,39224,52907,71935,2334,3218,1.17,exact
00155900,Clark Atlanta University,GA,Atlanta,33.747628,-84.412584,21695,21695,11506,1900,35101,19000,0.6875,0.8481,0.976624591,19000,27000,269.91,0000,3,26906,39301,54769,1678,4474,38982,57316,78977,1118,2692,,,,,,1.46,exact
00897600,Clayton State University,GA,Morrow,33.594079,-84.328174,5568,16290,11114,2074,18756,17020,0.5079,0.4841,0.822680412,17020,26865,268.56,0000,3,31534,45581,63623,12433,17195,42281,58436,79970,11089,14299,51821,70404,97317,6208,8138,1.7,exact
00342500,Clemson University,SC,Clemson,34.679381,-82.835114,15558,38550,11850,1188,28596,19500,0.164,0.3734,0.911736732,19500,21500,214.93,0000,3,33693,48758,67970,48919,75765,50764,70056,94722,47679,60936,61032,89183,127445,28538,36825,2.27,exact
00303200,Cleveland State University,OH,Cleveland,41.502281,-81.674355,11185,15952,12990,800,24975,15750,0.4048,0.5368,0.87527769,15750,22000,219.93,0000,3,29970,43050,61156,29528,44561,42893,58967,79223,26575,36207,50206,71065,98641,15123,21522,1.96,exact
00345100,Coastal Carolina University,SC,Conway,33.794995,-79.011767,11640,27394,9890,1098,22628,17000,0.3408,0.6163,0.936850212,17000,24534,245.26,0000,3,25057,34435,45956,18987,28470,39248,52820,69389,17434,22588,48266,64121,91806,9461,12568,1.4,exact
00342700,Coker University,SC,Hartsville,34.37696,-80.070416,31524,31524,9892,2000,43416,16000,0.5518,0.6195,0.926694329,16000,26991,269.82,0000,3,26544,35918,45567,2922,4820,35496,45758,59024,2899,4213,41701,53227,70694,1892,2734,1.33,exact
00342800,College of Charleston,SC,Charleston,32.784225,-79.939794,12978,33308,12959,1262,27199,17750,0.2214,0.3984,0.899296156,17750,23000,229.92,0000,3,26521,37190,48915,27400,47329,41611,56402,77450,26815,40441,51803,71638,106678,17308,25860,1.62,exact
00155800,College of Coastal Georgia,GA,Brunswick,31.182745,-81.485973,3933,10839,10636,1750,16319,8250,0.3994,0.3293,0.671099744,8250,16000,159.95,0000,3,32309,44695,60232,1939,2473,43000,55498,73365,1272,1527,51766,64297,86868,153,184,2.79,exact
00234100,College of Saint Benedict,MN,Saint Joseph,45.561792,-94.319888,48444,48444,11346,1000,60790,24247,0.2323,0.6602,0.968030691,24247,27000,269.91,0000,3,32155,45626,61839,4826,7121,48764,63565,82904,4779,5748,61237,81066,112478,2314,2759,1.69,exact
00234300,College of Saint Scholastica,MN,Duluth,46.816082,-92.106134,39410,39410,10340,1150,50900,17188,0.2824,0.6192,0.931572629,17188,20000,199.93,0000,3,38687,58335,77197,9352,12455,54413,72638,91920,8067,9976,63520,83610,110917,3618,4541,2.92,exact
00269800,College of Staten Island/CUNY,NY,Staten Island,40.601831,-74.14849,7490,15440,19135,1364,27989,8250,0.4934,0.1433,0.281786942,8250,14263,142.58,0000,3,29455,44692,66077,16513,26689,49245,71384,95692,15938,21772,60883,92802,123252,8938,12688,3.13,exact
02361400,Collin County Community College District,TX,McKinney,33.16241,-96.63894,1624,5014,9528,1800,12952,4500,0.1568,0.0841,0.514377855,4500,7560,75.57,0000,3,58659,78529,110938,34,26,,,,,,,,,,,10.39,exact
00135800,Colorado Mesa University,CO,Grand Junction,39.080643,-108.553275,8686,22235,11168,1560,21414,12000,0.3225,0.4377,0.848761722,12000,22000,219.93,0000,3,28689,40918,57762,11185,16132,40766,56196,76835,9022,12683,46839,66162,93340,4544,6884,1.86,exact
00450600,Colorado Mountain College,CO,Glenwood Springs,39.54636,-107.324441,2340,11484,10431,840,13611,5500,0.1414,0.0956,0.64962963,5500,11000,109.96,0000,3,32563,47240,67113,811,1095,40973,59405,85313,494,619,,,,,,4.29,exact
00134800,Colorado School of Mines,CO,Golden,39.751443,-105.223364,19100,39800,14720,1500,35320,19500,0.1519,0.3856,0.919174549,19500,23250,232.42,0000,3,55958,76085,96106,10465,15845,80045,102738,133185,9265,12613,95678,128104,177646,5073,6895,3.27,exact
00135000,Colorado State University,CO,Pueblo,38.30859,-104.579033,8591,15149,10930,1800,21321,14250,0.3582,0.58,0.822425629,14250,21923,219.16,0000,3,27822,40375,57894,60838,98898,43634,61441,85528,55519,82294,54332,78291,113639,33458,51064,1.84,fuzzy
04208700,Colorado State University - Global Campus,CO,Aurora,39.724786,-104.786666,8400,8400,10168,768,19336,16078,0.2782,0.4018,0.899856682,16078,25000,249.92,0000,3,49273,68830,97911,11285,14960,60970,85273,120744,7195,9020,65443,98506,141822,770,438,2.75,exact
00136500,Colorado State University-Pueblo,CO,Pueblo,38.30859,-104.579033,8591,15149,10930,1800,21321,14250,0.3582,0.58,0.822425629,14250,21923,219.16,0000,3,28791,41229,57222,10115,16149,40395,54097,73332,9114,13944,46551,62793,87649,5534,8963,1.88,exact
00343000,Columbia College,SC,Columbia,34.045581,-81.029967,20690,20690,8300,1268,30258,15000,0.5363,0.7387,0.88172043,15000,22258,222.51,0000,3,29683,40645,52221,3735,5593,37741,48222,60917,3241,4577,43872,56406,71400,1748,2758,1.83,exact
00342900,Columbia International University,SC,Columbia,34.07551,-81.07443,24650,24650,8950,600,34200,10250,0.3623,0.4864,0.902439024,10250,19875,198.68,0000,3,22637,31260,40674,1102,3400,30926,42438,54862,1092,2839,37739,52404,71748,650,1507,1.57,exact
00156100,Columbus State University,GA,Columbus,32.50096,-84.94106,6241,17295,11520,1440,19201,16875,0.4452,0.5121,0.837326608,16875,25880,258.71,0000,3,28799,41075,56859,11702,17138,40875,54501,72468,10620,13869,49211,65192,87832,6013,8001,1.59,exact
00954200,Community College of Denver,CO,Denver,39.741413,-105.001044,4788,16210,11439,1800,18027,5500,0.353,0.2063,0.50823624,5500,12178,121.74,0000,3,65081,79787,95990,54,45,,,,,25,,,,,,6.55,exact
00381000,Concord University,WV,Athens,37.423723,-81.006696,8385,18037,9304,1100,18789,11215,0.4809,0.5045,0.716374269,11215,18557,185.51,0000,3,25831,35026,43716,3735,6233,37626,48030,58780,3670,5114,46219,55827,74245,1761,2459,1.89,exact
00234600,Concordia College - Moorhead,MN,Moorhead,46.862482,-96.76749,43266,43266,8890,800,52956,20601,0.213,0.6685,0.977190876,20601,26490,264.81,0000,3,29448,41673,54713,6346,10042,44918,58558,75600,6167,8519,57165,75967,107719,3338,4536,1.57,fuzzy
00234700,Concordia University - Saint Paul,MN,Saint Paul,44.949759,-93.154861,23400,23400,9600,2000,35000,12500,0.377,0.5766,0.920098341,12500,18194,181.88,0000,3,37521,54790,79365,6620,8958,48143,67751,96434,4444,6248,59680,86474,125004,1828,2779,3.01,exact
00137900,Connecticut College,CT,New London,41.379833,-72.107321,59025,59025,16290,1000,76315,19500,0.158,0.417,0.941176471,19500,23250,232.42,0000,3,34969,48556,64798,3073,6546,53082,73751,103018,2522,5009,67979,100866,163027,898,1692,2.09,exact
00343100,Converse University,SC,Spartanburg,34.955534,-81.917881,20500,20500,11600,1500,33600,19084,0.4158,0.1238,0.926441352,19084,26500,264.91,0000,3,26269,36303,45205,1743,3357,35417,47193,57889,1737,2700,46797,57319,72585,890,1655,1.37,exact
00348400,Covenant College,GA,Lookout Mountain,34.965161,-85.375066,36710,36710,10970,1170,48850,18250,0.2051,0.4693,0.886153846,18250,23430,234.22,0000,3,25333,36365,47714,1437,2101,35436,52090,74729,1199,1423,,,,,,1.55,exact
00346300,Dakota State University,SD,Madison,44.013014,-97.113358,9536,12606,7148,1200,17884,13250,0.2232,0.4383,0.943201377,13250,23375,233.67,0000,3,32748,45070,57244,4534,5407,46124,58784,77895,4004,4376,52450,69064,96190,2510,2744,1.93,exact
00395600,Dalton State College,GA,Dalton,34.774221,-85.002775,3683,10589,8588,1350,13621,7001,0.477,0.1843,0.343721357,7001,13200,131.96,0000,3,31274,41629,52707,4125,5054,42279,52741,67788,3032,3521,50668,63566,79735,1074,1298,3.15,exact
00167100,DePaul University,IL,Chicago,41.877618,-87.62724,41202,41202,15093,1104,57399,19500,0.308,0.5324,0.906858594,19500,24115,241.07,0000,3,34906,50526,69932,26711,32768,51430,71270,96444,29030,32768,64476,92433,132879,28925,32768,2.1,exact
00175000,Dominican University,IL,River Forest,41.902678,-87.823003,35420,35420,10865,1200,47485,19500,0.4644,0.6597,0.907926341,19500,25000,249.92,0000,3,29572,41718,56225,5318,8022,44992,59788,78319,4539,6400,54674,77064,105541,2186,3251,1.67,exact
00179300,Earlham College,IN,Richmond,39.823431,-84.915037,48091,48091,11347,1000,60438,19000,0.2794,0.4811,0.903225807,19000,24250,242.42,0000,3,24343,33044,44431,461,1831,34720,49810,71144,683,1831,,,,,464,1.36,exact
00292300,East Carolina University,NC,Greenville,35.607186,-77.368291,7239,23516,10136,1524,18899,18000,0.329,0.4881,0.881101239,18000,23311,233.03,0000,3,30623,43330,56688,57686,84026,45234,57799,77548,54048,68370,52679,68842,98844,31019,40877,1.86,exact
00315400,East Central University,OK,Ada,34.771934,-96.663849,7052,16412,7538,1600,16190,12000,0.4274,0.3371,0.619299405,12000,18250,182.44,0000,3,29607,41022,57292,3660,6140,41260,53148,72845,3916,6140,45517,61630,88636,742,1988,2.25,exact
01099700,East Georgia State College,GA,Swainsboro,32.594944,-82.309021,3136,9488,9664,1440,14240,5500,0.5888,0.3984,0.687276626,5500,11500,114.96,0000,3,51851,78170,102841,92,80,,,,,17,,,,,,6.8,exact
00142500,Eastern Connecticut State University,CT,Willimantic,41.721673,-72.218753,12304,25708,14434,800,27538,17639,0.3196,0.5796,0.92412039,17639,23700,236.92,0000,3,28498,40385,55802,15525,20788,44777,60861,79238,14467,17486,55199,75152,99780,8871,10759,1.7,exact
00167400,Eastern Illinois University,IL,Charleston,39.479843,-88.175658,12136,14447,10262,150,22548,16632,0.3498,0.4482,0.878444084,16632,21900,218.93,0000,3,27368,38264,50796,28747,39799,42227,55525,72567,31000,36289,50517,67255,91689,21131,24933,1.75,exact
00370800,Eastern Mennonite University,VA,Harrisonburg,38.471134,-78.880326,39220,39220,11730,1000,51950,18750,0.3098,0.6217,0.95,18750,25000,249.92,0000,3,33950,53006,75837,5027,6796,45352,62763,89222,4659,5858,49569,69837,101338,2742,3723,2.12,exact
00319300,Eastern Oregon University,OR,La Grande,45.319795,-118.092495,9405,22509,10152,1245,20802,13868,0.4036,0.4416,0.833454019,13868,20458,204.51,0000,3,29286,42475,59032,8411,12246,42072,56346,75981,7694,10438,50215,67560,92548,4594,6424,2.08,exact
00292600,Elizabeth City State University,NC,Elizabeth City,36.277978,-76.214041,3260,7260,8543,1240,13043,13078,0.6602,0.6513,0.790769231,13078,23000,229.92,0000,3,24743,33836,44560,4441,7436,33952,45900,56596,4624,6693,41173,53696,67973,3131,4500,1.47,exact
00167600,Elmhurst University,IL,Elmhurst,41.897164,-87.945369,38654,38654,10776,1200,50630,16500,0.3597,0.5853,0.875455208,16500,20068,200.61,0000,3,32076,47279,64198,11218,16014,48651,65446,85038,10523,13640,59415,80126,108477,6175,8710,2.36,exact
00370900,Emory & Henry College,VA,Emory,36.772857,-81.829142,35100,35100,13450,1200,49750,19000,0.4504,0.7085,0.922661871,19000,27000,269.91,0000,3,23293,32348,44820,1747,3967,38606,49983,64021,2581,3967,47035,61188,88916,1809,2526,1.2,exact
00343200,Erskine College,SC,Due West,34.332087,-82.39095,36510,36510,11465,2100,50075,12000,0.4342,0.7215,0.942257218,12000,27000,269.91,0000,3,25794,35257,45584,1178,2489,40175,51964,65810,1349,2180,49411,64474,93164,1002,1509,1.31,exact
00167800,Eureka College,IL,Eureka,40.71482,-89.269624,28360,28360,10005,1200,39565,15813,0.386,0.7037,0.944584383,15813,25000,249.92,0000,3,27398,38144,49926,2017,2648,39876,51083,67212,1824,2220,46945,61349,89387,898,1139,1.53,exact
00138500,Fairfield University,CT,Fairfield,41.157673,-73.255903,51325,51325,15610,1150,68085,24450,0.0985,0.5117,0.956009427,24450,26322,263.13,0000,3,43688,62857,82117,2793,6529,69476,91000,120072,880,3256,,,,,,2.39,exact
00381200,Fairmont State University,WV,Fairmont,39.483079,-80.162433,7738,16814,9730,1000,18468,12500,0.3904,0.5223,0.829367089,12500,21250,212.43,0000,3,26212,37189,53130,8967,13537,39467,52639,72624,8441,11506,46803,60780,88940,5334,7665,1.75,exact
00286600,Fashion Institute of Technology,NY,New York,40.74731,-73.994781,5913,16493,15200,1850,22963,12000,0.3118,0.323,0.746251442,12000,13000,129.96,0000,3,35880,49325,62286,17175,25970,53566,72862,93292,14184,20980,62222,90896,127490,7217,11684,3.79,exact
00292800,Fayetteville State University,NC,Fayetteville,35.073641,-78.891696,5309,16917,9440,420,15169,15520,0.5353,0.5358,0.794050343,15520,22890,228.82,0000,3,27629,40132,55287,11031,17974,37083,49351,65536,9838,14821,43094,55649,72641,5918,8998,1.75,exact
00371100,Ferrum College,VA,Ferrum,36.926912,-80.021639,36695,36695,12400,800,49895,14000,0.5404,0.8158,0.955531453,14000,27000,269.91,0000,3,27358,37050,47571,2714,3890,39643,50752,65153,2597,3338,45675,58747,82533,1358,1993,1.37,exact
00218400,Fitchburg State University,MA,Fitchburg,42.588298,-71.789666,10830,16910,11490,1200,23520,18500,0.3544,0.6191,0.934914228,18500,24687,246.79,0000,3,32587,44831,61016,5986,7379,46945,64409,84172,6209,7379,56011,79394,106716,1828,2368,1.82,exact
00135300,Fort Lewis College,CO,Durango,37.275939,-107.867422,8896,19552,11858,1240,21994,9726,0.3622,0.3765,0.788602941,9726,18013,180.07,0000,3,24399,33243,45447,8445,14452,35414,49274,66353,7749,12585,43460,61589,87533,4984,8190,1.85,exact
00156600,Fort Valley State University,GA,Fort Valley,32.537595,-83.89537,5832,16554,8372,1500,15704,21500,0.751,0.8308,0.938059188,21500,31000,309.9,0000,3,24052,33114,43608,4075,6571,34142,45639,59471,4018,5483,40579,55716,73419,2327,3086,1.07,exact
00218500,Framingham State University,MA,Framingham,42.297116,-71.437565,11380,17460,12920,1200,25500,16399,0.3684,0.6165,0.916795069,16399,25000,249.92,0000,3,30891,42135,55497,5892,7952,47598,63831,81985,6204,7952,58848,80573,110026,1658,2325,1.69,exact
